id,title,description,manufacturer,price
b0000azk3v,extensis smartscale 1-user ( pxe-11433 ),powered by the most advanced scaling technology available pxl smartscale offersan easy intuitive way to scale images up to 1600% with no discernable loss in printed quality. powerful resampling and resizing tools. no other scaling product offers smartscale's powerful array of tools: interactive scaling - preview different scaling options in real-time detailed scaling - refine the quality of your scaled image by controlling the overall sharpness edge contrast and edge detail crop tool and crop palette - easily and precisely crop images from within the pxl smartscale window save image processing time pxl smartscale allows you to scale an image from a file on disk without ever actually opening the file in photoshop saving valuable processing time. intuitive interface a signature of all extensis products pxl smartscale is intuitive and easy to use. the powerful scaling technology is coupled with familiar floating/dockable palettes traditional crop magnification and hand tools along with a full screen preview and easy image navigation. password protect your images you can password-protect any image you choose by saving it in as a protected file using the pixellive file format. true adobe photoshop plug-in technology because smartscale is a true photoshop plug-in your workflow doesn't skip a beat. seamlessly access all of smartscale's powerful scaling features directly,extensis corporation,0.0
b00007kh02,extensis intellihance pro 4.x win/mac,extensis intellihance pro 4 quickly and dynamically enhances images to make themlook their best. compare and print up to 25 professional enhancement variations at once. photoshop users have long preferred intellihance pro for color correcting and enhancing images. intellihance pro automatically analyzes and corrects images from any source including digital cameras flatbed and drum scanners or original digital artwork. mac os x and photoshop cs compatible intellihance pro 4.1 adds full support and compatibility for photoshop cs (v. 8.0) and mac os x panther (v. 10.3.1). fix images intelligently intellihance pro's award-winning technology analyzes and corrects each image individually for contrast and brightness saturation sharpness dust and scratches color cast and more. fix multiple images automatically intellihance pro is as easy as a simple click. use the quick enhance preset to analyze and fix an image with one click. its batch processing capabilities fix a whole folder of images just as easily. visually adjust your images the power variations mode lets you interactively and visually adjust your images. quickly change the incremental variance for adjusting your image. fine tune images for precise adjustment the fine tune mode lets you manually adjust your settings. compare settings onscreen preview a single image split or repeated across 5 rows and columns,extensis corporation,199.99
b0007l9ecw,canopus 77010158100 let's edit,canopus (770-10158-100) let's edit 2.0,canopus,99.0
b000a7q6n8,now up-to-date & contact v5.0 (mac),now up-to-date & contact is the only solution that addresses all of the problems that businesses and power users face. productivity is a lot like the weather. everyone talks about it but nobody does anything about it. staying organized is a continual struggle for most people. now you can manage all your appointments contacts notes and information. it's the solution for your busy modern life. best of all it's fully cross-platform -- it doesn't matter if you use macs or windows it looks and acts the same on both. professional rapid response via online support system automated faq and free email support,now software,0.0
b000099108,vocabulary puzzles grade 1,proven curriculum audio helps and clear examples help your child master essential skills. children remember what they have practiced because the exercises repeat and reinforce learning time.,school zone,14.95
b000hbvvka,quickbooks point-of-sale pro with hardware bundle 6.0,the quickbooks point-of-sale pro 6.0 retail-management software/hardware bundle turns any pc into a cash register that does what no ordinary cash register can do: it automatically keeps track of your detailed inventory customers sales orders layaways and employee commissions and tips while you ring up sales. this guaranteed-compatible software/hardware combination is designed to save you time and hassles. the set includes the latest pos software bundled with a receipt printer a cash drawer a bar-code scanner and a credit-card reader. you get all this in one economically priced package! pro features not included with pos basic 6.0 include refinements and extras that let you: create special orders for items not tracked in inventory generate purchase orders automatically at preset inventory levels track multiple vendors and upc codes per item track inventory assemblies (kits) and items sold as groups track serial numbers customize price tags receipts and more with the document designer create customizable fields for vendors items and customers track employee sales commissions add shipping charges to receipts capture ship-to addresses create mailing lists and labels the bundle includes: quickbooks point-of-sale basic 6.0: tracks inventory and customer information automatically as you ring up sales on your pc. cash drawer: lockable drawer opens automatically when you complete a sale. receipt printer: automatically prints a sales receipt each time you complete a sale. prints duplicate slips for credit-card signature and gift receipts. bar-code scanner: lets you easily ring up sales and receive items into inventory by scanning barcodes instead of entering information manually. credit-card reader: lets you process credit-card transactions as quickly as cash sales. one swipe enters the credit card information into the point-of-sale software where it's automatically submitted for approval. track inventory automatically as you ring up sales. view larger. quickbooks pos software/hardware package. see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. view larger. answer a few questions in the simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to start ringing up sales. view larger. transfer key information directly into quickbooks financial software with one click. view larger. create customized reports that help you make better purchasing decisions. view larger. track inventory automatically as you ring up sales see what's selling when it's selling what needs restocking and more. best of all: you can eliminate manual inventory. record each shipment of merchandise you receive and point-of-sale will automatically adjust inventory figures with each sale or return so you can keep the items your customers want on-hand without overstocking. improve cash flow by purchasing the right merchandise in the right quantities at the right time you'll greatly improve your cash flow. see inventory levels for each item as you ring it up. run reports with one click that show what you've got what's hot and what you need to reorder. simplify your closing procedures new to pos 6.0 you can now easily view quantity on-hand and inventory valuation for any historical date you choose. ring up sales faster scan bar codes or type a few keystrokes to accurately add items to sales receipts. process credit and debit card transactions and collect tips as you ring up sales. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. use the supplied bar-code scanner to record items in sales receipts instantly--your inventory is automatically updated when the sale is complete. with point-of-sale you can create bar-coded tags for everything you sell ensuring that you ring up the correct item and price--and keep your inventory up to date. authorize credit card and debit card purchases you can authorize credit card and pin-secured debit card purchases automatically--and collect tips on credit payments--as you ring up sales. all you need is a credit-card reader (sold separately) quickbooks point-of-sale and a quickbooks pos merchant service account (for details visit www.quickbooksmerchantservice.com). provide great customer service see each customer's purchase history as you ring up sales and suggest additional purchases based on past preferences. sell and redeem gift cards (for details visit www.quickbooksmerchantservice.com). by tracking your customers' e-mail and shipping addresses you have what you need to let them know about upcoming sales or new inventory from their preferred manufacturers. scan bar codes or type a few keystrokes to add items accurately to sales receipts. view larger. start fast and get help when you need it quickbooks point-of-sale is so easy to set up that many retailers start ringing up sales the first day. just answer a few questions in the software's simple setup wizard import your inventory customer and vendor lists from microsoft excel or quickbooks financial software and you're ready to go. you even get free phone support for 30 days after registration. the first time you connect quickbooks point-of-sale to quickbooks financial software the quickbooks connection wizard walks you through setting everything up correctly. when the two programs are connected you can transfer inventory and sales data from your store to your back office with the click of a button. compatible with other applications import all of your customers vendors and inventory items in one quick step from quickbooks financial software or microsoft excel. save hours of typing each entry by hand. (microsoft word and excel integration requires word and excel 2000 2002 or 2003; outlook synchronization requires outlook 2000 2002 or 2003; all are sold separately. synchronization with outlook is also possible using quickbooks customer manager sold separately.) save hours on bookkeeping transfer sales and customer information employee timesheets sales receipts receiving vouchers and other key information directly into quickbooks financial software with one click. or use quickbooks point-of-sale all by itself. have a question about a tricky transaction? go to the practice file to see how it's done. intuit loads this file with three months of sample data for an imaginary retailer. combine it with quickbooks team quickbooks point-of-sale with quickbooks financial software (sold separately) and you can save time and reduce the risk of errors when performing financial accounting tasks. quickbooks point-of-sale works with any quickbooks pro or premier edition (2004-2007) and quickbooks enterprise solutions (versions 4.0-7.0). when you use quickbooks point-of-sale with quickbooks financial software the two programs work together to handle your business end-to-end--from managing inventory and ringing up sales to tracking finances and running customized reports that help you make better buying decisions. merchant services are optional. for details including a complete list of services and requirements visit www.quickbooksmerchantservice.com. quickbooks-approved retail hardware comes with a two (2)-year hardware component manufacturers limited warranty an intuit limited warranty of interoperability and a sixty (60)-day money-back satisfaction limited warranty. see www.quickbookspos.com for the full warranty.,intuit,1749.95
b000qxd2tc,onone genuine fractals 5 - full 1u,enlarge your images over 1000% with no loss in image quality. genuine fractals 5 simply produces higher quality and sharper results than traditional scaling methods in photoshop or in any other third party product. genuine fractals 5 is the industry standard in image resizing. resize your image over 1000% without losing sharpness and edge detail. make a high-quality print from a cropped section. what's new in genuine fractals 5 genuine fractals 5 is a revolutionary step forward for image enlargements. we've taken the industry standard and given it a complete overhaul. new scaling technology faster performance new features new user interface greater ease of use and much more. compare genuine fractals 5 to any photoshop scaling method or other third party plug-in genuine fractals 5 is the industry standard in image resizing. new features: new scaling algorithm--we overhauled the patented scaling algorithm to now allow for over 1000% enlargements with no loss in detail multi-processor support--optimized for multiple processors including cpu hardware acceleration (sse/altivec) up to 10x faster than the previous version document size presets--crop and resize your image in a single step robust layer support--supports layers paths & alpha channels texture controls--get that extra bit of detail out of your images sharpening controls--save time by sharpening for output right in genuine fractals film grain controls--add simulated film grain for and extra sharp look photoshop action support--record actions for multiple sizes batch process an entire folder easily new user interface--make your image the star of the show not just a bunch of dials support for photoshop cs3--universal binary means fast native support for intel processor powered macintosh systems lab color mode support--added support for 8 & 16-bit lab & grayscale images show me how tutorial videos--new built-in videos so you get the most out of genuine fractals automatic update checking--make sure you always have the latest version the industry standard for image enlargement genuine fractals 5 is the industry standard for image resizing. it's renowned across the photographic and printing industries for its ability to increase image size well over 1000% without the loss of sharpness or detail that you would normally expect. its patented fractal based interpolation algorithms work like nothing else and the results speak for themselves. genuine fractals 5 is a must for any photographer who makes large format and poster sized prints. it's also great for journalists sports and wildlife photographers who may need to take a cropped section of an image and make a high-quality print from it. genuine fractals 5 can even work its magic with digital video still frames up-rezzing from standard-definition to high-definition video quality. graphic designers can end the everyday problem of receiving low resolution images from clients for high resolution print work such as magazine publications or tradeshow and billboard graphics. why should i use genuine fractals 5? resizing an image larger than the original size requires that new pixels be created. this process is called interpolation or up-rezzing. there are many mathematical ways called algorithms to do this. the most common method used by default by many pixel editing applications is called bicubic interpolation. bicubic along with with its newer variants bicubic smoother and bicubic sharper work by averaging a small group of neighboring pixels to determine the color value of the new pixels to be added. while this technique is fast it does not distinguish edges so there is a uniform loss of sharpness and detail across the image. genuine fractals and bicubic smoother comparison genuine fractals 5 patented algorithms work differently. it starts by analyzing ever-decreasing sizes of pixel blocks in your image looking for repeating natural patterns at different sizes. these are known as fractals. fractals are common naturally repeating patterns found everywhere. for example a river system viewed from space has the same shape as the veins in a leaf. these are both fractal patterns at very different scales. the great thing about fractal patterns is once you find them they can be scaled to any size without loss in detail. this allows genuine fractals 5 to resize your image over 1000% without losing sharpness and edge detail. unmatched image resizing genuine fractals 5 can resize your images over 1000% and still maintain sharp edges and minute details. to give you an idea of how big that is you could take a full-frame image from a six megapixel image and resize it to make a print of 10x15 feet at 180 ppi! it is a must for any photographer or artist who makes large format or poster sized prints. it is also great for journalists sports and wildlife photographers who may need to take a cropped section of an image and still make a high-quality print from it. cropping can leave you with very few pixels to work with. if you where to crop this professional 12 megapixel image to keep just the antelope you would be left with only four megapixels of information barely enough to make a good 5x7 print. however with genuine fractals 5 you could make a print over 6 feet tall. save hard disk space and bandwidth increasing the size and resolution of a file results in a larger file on disk. you can reduce the disk space needed and bandwidth when transferring files by saving your files into the genuine fractals 5 .stn format which provides lossless and visually lossless wavelet compression to cut your file size in half or more. now you can store twice as many images on your hard drive and upload them in half the time. long time users of genuine fractals remember having to save files as a .stn file before being able to scale the image. in genuine fractals 5 any file that is opened in photoshop can be scaled in one easy step without having to save as a .stn file first. batch processing with genuine fractals 5 genuine fractals 5 can be automated easily by using a photoshop action. by default genuine fractals 5 remembers its last used setting--however you can create a photoshop action to resize an entire folder of images at the same time. not just for photographers genuine fractals 5 is not just for photographers but anyone who needs to resize images. graphic designers can end the everyday problem of receiving low resolution images from clients for high resolution print work. genuine fractals 5 can also help you create tradeshow and billboard graphics from average sized images. genuine fractals 5 is also commonly used by service bureaus as well as law enforcement and architects for resizing small files.,onone software,159.95
b000o3bge2,defcon,defcon: global thermonuclear domination gives you the chance to manage a scenario faced in the leading generals' worst nightmare: total nuclear war. the third world war is starting and you'll manage it from a single screen. you'll attempt to destroy your enemy through all-out nuclear war while stopping them from destroying you. each side has key cities and installations and up to six superpowers can compete at the same time on the same map.,encore,0.0
b000hedyio,britannica deluxe,,avanquest software,29.95
b000g80lku,peachtree by sage premium accounting 2007 - accountants' edition,peachtree premium accounting 2007 accountants' edition is the powerful multi-user ready accounting solution accountants need to service their peachtree clients more effectively and efficiently. create open modify and save client files from any member of the peachtree 2007 line plus handle complex tasks such as company consolidation compensation management and comprehensive budgeting. converts quicken and quickbooks data to peachtree (from 1999-2005) restore backed-up client data plus web transactions and customized forms e-mail forms and reports -- get invoices out faster save money on postage and avoid printing hassles quickly review all your clients' journal entries requires microsoft outlook 2000 2002 or 2003; outlook express 5 or 6; or other mapi compliant e-mail programs included tax forms - 940 941 941b 943 945 w-2 w-3 and over 180 state forms,sage software,499.99
b000brm3xe,computrace lojack for laptops: 1 year subscription,with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery service enables law enforcement to recover stolen laptops the minute thieves go online. you'll have information on your laptop's wherabouts as soon as it goes missing. protect your computer today with lojack for laptops.,absolute software,49.99
b000jx1on0,safekeeper plus,,bling,39.99
b0002fgfiy,didi & ditto: kindergarten win/mac,didi & ditto kindergarten is a wacky fun-filled learning adventure that kids will love. didi and ditto are twin beavers who live in a colorful forest. when a purple wolf catches one of them the other has to collect enough food to free their trapped beaver sibling! ages 4 to 6,kutoka,19.99
b000n28264,cubase 4 competitive crossgrade,thinking of switching from your program to cubase 4? competitive crossgrades* are a good way to switch to a new program without having to pay full price. if you own a qualifying competitors product you can upgrade/switch to another manufacturers competitive edition for a good discount. (competitive crossgrades contain the same software as standard packages.),steinberg (yamaha),549.99
b000nkklwe,casual games pack,a collection of 10 engaging amusing and addicting casual games to keep you (and your pc) busy / esrb = e for everyone,egames,19.99
b000licg1m,power production storyboard artist 4,with storyboard artist 4 you can create professional-quality digital storyboards easily. designed for media-savvy creatives to deliver more control and flexibility to smooth the creative process through production and post. whether you make a feature film or a corporate presentation storyboarding helps you visualize what you want to create. filmmakers television producers advertising creatives game developers dvd and interactive tv designers and educators all can previsualize with storyboard artist. timeline creates animatic projects automatically as you develop your storyboards: add sound and motion to your storyboards create libraries for easy access to custom and frequently usedimages - logos location photos custom characters custom page layout to create the perfect storyboard template tons of pre-made easy access content to create storyboards quickly choose right aspect ratio for your product whether it's for tv hdtv widescreen european feature or something custom import and edit multiple tracks of sound including mp3s export directly to final cut pro avid nle's quicktime & flash - create edl's shot lists and frame file series - even export to html for web publishing,power production,0.0
b000fk8b42,math success deluxe 2007,math success 2007 deluxe,topics entertainment,39.99
b000bdiqpc,neuratron photoscore professional 4,,sibelius software ltd.,199.99
b00002s5ig,punch super home suite 3.0,super home suite combines seven programs for interior and exterior home and landscape design in one package. super home suite includes 3d home design 3d landscaping estimating autoframing floorplan trace 3d furniture design and realmodel. use 3d home exterior & interior design to view your home in thousands of subtle paint color choices or design walk-out basements and split-level designs with the slope tool. when you're ready to landscape your home design just add your plantings to your existing file. the software lets you landscape without redrawing your house plan. your results are rendered in high-resolution 3-d complete with shadows just like a photograph.design the perfect deck for your home plan with ultimate deck. multilevel or multistory decks with 3-d photorealistic textures stairs railings object placement and color capabilities give you the ability to design exactly the deck you want. deck wizards walk you through railings baluster options and more. and create objects from scratch or modify furniture from the included library. change colors fabrics patterns textures and more then use your creations to furnish your home plan. and get an idea of what your finished home will look like with the autoframing and realmodel software.,punch! software,49.99
b000g0oom4,pitstop pro 7.0 upgr - 6.x or higher,pitstop pro 7.0 upgr - 6.x or higher,enfocus software,199.0
b000gkpds8,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,introduce your child to an exciting on-screen learning environment brimming with award-winning adventures that will build essential skills while having fun. discover a learning adventure that's greater than fiction in the oregon trail®. help the shipwrecked sleuths solve a mystery and escape before the volcano blows in cluefinders® adventures - secret of the living volcano expand your knowledge of u.s. geography tracking villains through all 50 states and learn regional history culture and music in where in the usa is carmen sandiego® journey back to the american revolution and gather facts about historical events like the boston tea party and the declaration of independence in liberty's kids& 153; children learn best amid familiar scenes and settings and that's exactly what you'll find in adventure workshop& 153;. a brilliant addition to your educational software library.,encore software,19.99
b000qxd2tm,genuine fractals print pro 5 1u,genuine fractals print pro 5 gives you extraordinary image enlargements and greater flexibility. photographers graphic artists and digital imaging professionals will love having the ability to make resolution-independent image files. genuine fractals produces output of any size while remaining small enough to edit in real time store locally and transmit remotely. supports all photoshop color modes including cmyk and cie-lab easy encoding and rendering for all rgb (8- and 16-bit) multi-channel and grayscale images (8-bit only) scale up to 700% without image degradation batch encode preview window,onone software,299.95
b000fcyts2,zend studio 5.1 (win/mac),zend studio 5 is the only integrated development environment (ide) available for professional developers that encompasses all the development components necessary for the full php application lifecycle. through a comprehensive set of editing debugging analysis optimization and database tools zend studio 5 speeds development cycles and simplifies complex projects. view your database structure and manage content with zend sql explorer advanced debugging features for local or remote php debugging manage source code effectively using cvs or subversion directly from within zend studio,zend technologies inc.,299.0
b00021lrw2,dk rainbow fish most beautiful fish in the ocean,one stormy night while rainbow fish slept on the ocean floor his beautiful sparkling scales were stolen by three cunning crabs. now rainbow fish needs help to get them back.children can join rainbow fish and his adorable friends in this underwater adventure. by completing a series of games and challenges children will gradually piece together all the information they need to lead them to the crabs and the stolen scales. every shape they match correctly every melody they recognize and every game they complete will take them a little bit closer to finding the scales and making rainbow fish beautiful again. an interactive story with animation songs and music 15 learning games and activities including matching pairs action games and logic puzzles two difficulty levels to keep children challenged lots of loveable 3d characters to meet like head and toe the twin fish hermit eleanor the octopus and many more includes over eight hours of play time many exciting underwater places to explore features a print shop where children can color in their favorite characters on screen or print them out,encore,9.99
b0006aao96,miraizon cinematize 2 (mac),cinematize 2 - miraizon,miraizon,69.99
b0001wn0m2,microsoft office 2004 standard (mac),office 2004 standard is designed to be a total office package for mac users who need compatibility with windows. start working with the latest versions of excel outlook powerpoint and word - with all-new mac-only features for a more productive office environment! add sophistication to your word documents soft drop shadows word smart buttons allows users to decline the automatic corrections bulleting and numbering new presenter tools for powerpoint - tools like the on-screen clock notes pane and thumbnail viewer make changes and adjustments simple entourage 2004 offers improved junk e-mail protection better exchange support advanced three columns and more -- get through your inbox faster than before compatibility reports determine compatibility between projects in windows and mac formats stay in touch with msn messenger for mac,microsoft,399.99
b000gamw7s,internet cleanup 4.0 mac os 10.4 or higher,internet cleanup 4.0 mac mini box mac os 10.4 or higher,smith micro software,29.99
b000m9c70k,spring cleaning 9.0 for mac os 10.4 & above,spring cleaning 9 secures your privacy and cleans out your internet tracks! boost performance by cleaning out stray or forgotten files. protect information by creating encrypted archives on your mac. see all of the changes that an update or installer made. whether it's routine maintenance or a deep cleaning spring cleaning's powerful actions and tools help you every step of the way! system snapshot will scan your system and see any changes that took place since your last scan mailcleaner tosses unwanted e-mail attachments without deleting the mail file checker searches for damaged files and packages that cannot be verified internet cache finder looks for cookie files history files and cache files created by web browsers language file finder lets you remove the unnecessary language files that get installed with the os and various applications macuninstaller allows complete removal of software and related files -- uninstall any application package control panel or extension orphaned pref finder recovers wasted disk space by finding preference files that don't belong to any application storage items finder helps you find elements previously moved to storage folders and displays them all,aladdin systems,49.99
b000bx0006,apple mac os x tiger 10.4.6 family pack (mac),simply put apple mac os x tiger 10.4.6 will change the way you use a computer. breakthrough search technology stunning graphics and media unparalleled connectivity an intuitive user interface and a virtual toolbox chock full of cleverly integrated features -- all atop a rock-solid unix foundation -- give you the most innovative stable and compatible desktop operating system on the planet. period. note: this is the family pack bundle. you can also purchase a single license for mac os x tiger 10.4.6. the new dashboard hosts nifty mini-applications called widgets that keep you informed. spotlight is a lightning-fast search technology that illuminates every corner of your mac. view larger. safari boasts powerful rss support. see more safari features. ichat av supports multi-party high-quality video conferencing. quicktime 7 features user-friendly controls and pristine h.264 video. mac os x tiger is the most family-friendly operating system ever developed thanks to parental controls. view email protection. dashboard: get info in a dash the new dashboard hosts nifty mini-applications called widgets that appear instantly and keep you up to date with timely information from the internet. view stocks check weather forecasts track flights convert currency and units of measure even look up businesses in the phone book. similar to exposè the dashboard zooms across your desktop at the click of a function key. your favorite widgets appear with up-to-the-second information then disappear just as easily so you can get back to what you were doing. dashboard is home to widgets: mini-applications that let you perform common tasks and provide you with fast access to information. with a single click dashboard appears complete with widgets that bring you a world of information -- real-time weather stock tickers flight information and more -- instantly. dashboard lets you play pause skip forward and backward through songs in your itunes music library using a simplified controller. you can view weather conditions around the world or check temperatures expected highs and lows and a six-day forecasts of cities around the world. a translator widget lets you translate words and phrases instantly between english chinese dutch french german greek italian japanese korean portuguese and russian. and you can use dashboard to search the phone directory by name or category to display the phone numbers and addresses for publicly listed u.s. businesses in your area. and best of all dashboard disappears just as easily as it appears so you can get back to what you were doing. tiger includes a suite of widgets to get you started and you can add more anytime. with so many widgets at your disposal the widget bar comes in handy. click the plus sign and dashboard launches a widget bar displaying every available widget. drag widgets from the bar to the dashboard and watch as they appear with a cool ripple effect. once you have your widgets where you want them just close the widget bar with a single click. spotlight: find anything fast tiger introduces spotlight the lightening-fast search technology that illuminates every corner of your mac displaying results as fast as you type. search everything on your system: files emails contacts images movies calendars and applications appear instantly. just as you find songs on itunes by name artist or album spotlight results take you way beyond mere filename and location: they include all the metadata inside files including the kind of content the author edit history format size and many more details. spotlight for mac os x tiger lets you blaze through your files and applications and see results as soon as you type the very first letter. that's because spotlight indexes files on your computer transparently and in the background so you never experience lag times or slowdowns. and when you make a change such as adding a new file receiving an email or entering a new contact spotlight updates its index automatically so search results are always up-to-the-moment accurate. spotlight even ensures that others only search for what they're allowed to find. files they shouldn't see never appear in spotlight search results keeping your data safe from prying eyes. when you search via spotlight you're actually accessing a comprehensive constantly updated index that sees all the metadata inside supported files -- the what when and who of every piece of information saved on your mac. most documents including microsoft word documents photoshop images and emails already contain rich metadata. and because spotlight indexes content as well your search results include what appears inside a file or document not just its title. you can also use descriptive words to get amazingly targeted results even across thousands of files. for example to find everything from a colleague type the person's name. spotlight returns documents she authored or edited images she emailed messages she wrote (and messages you sent to her) and her contact information. you see results in sorted categories for easy browsing picking and clicking. tiger: your communications center tiger turns your mac into a communications hub. safari rss for tiger features built-in rss feed detection and display. mail and address book incorporate spotlight technology to help you organize your contacts and correspondence. and ichat av lets you video conference audio chat or send instant messages with friends and colleagues. add a .mac account and make the most of tiger connectivity with idisk storage a mac.com email address your own home page and powerful syncing capability. works well with others mac os x tiger boasts better compatibility than any other desktop operating system in the world. you can share files with windows users connect to any network and communicate automatically with other macs using bonjour technology. and thanks to its solid unix foundation tiger offers a powerful security architecture that protects your data from prying eyes. experience mac os x tiger for yourself and see how it changes the way you work play search and share on a mac. can't find what you need? spotlight makes fruitless searches a thing of the past. think you can't write an automated script? try automator and think again. want to share media with friends and family? tiger's integrated features make it simple. in fact tiger offers a feature for every reason you use a computer and then some.,apple computer,199.0
b000fiejt0,photoframe pro 3.0 1u,photoframe pro 3 lets you add a realistic looking frame to your photos or want to create a unique edge effect all your own. it includes thousands of new frames including rgb colored frames and traditional realistic-looking frames and mattes. the new frame browser allows you to view thumbnail images of the entire library of frames and edge effects. the frame browser not only allows you to preview the frames but it allows you to search for frames and streamlines the process of finding them by grouping them into categories. whether you want to add a realistic looking frame to your photos or want to create a unique edge effect all your own photoframe pro is the easiest and most creative way to add border and edge effects to your digital photos.,onone software,0.0
b00004ochi,punch! professional home design,punch professional home design suite does something very few home planning applications achieve: it brings together designing both the interior and the exterior--including the garden--of your home on one cd-rom. while the software is perhaps a bit complex to learn at first the huge range of features offered make this forgivable. you can start with a blank screen work with a pre-drawn plan from the software's library or import scans of the existing floor plans of your home. whichever option you choose simply clicking the onscreen tabs allows you to switch between working on the floor plans electrical plans the plumbing system roofing arrangements heating and air conditioning external decking or landscaping. getting objects such as furniture into position on a plan is mostly a matter of drag and drop while you can also use a computer aided design feature to draw curves arcs and other standard shapes. it is useful to be able to see a flat plan and a 3-d view side by side and to walk through the 3-d view or do a flyover. you can even change the light direction intensity and brightness on the 3-d views to get as close to the real world as possible. with several useful tools above and beyond the designer punch professional home design suite is a rounded application. the 3-d furniture workshop lets you edit the library of furniture objects or design your own from scratch. realmodel lets you turn a home plan into a template for making a scale model--you can even print textures onto paper for pasting to the building materials. homeestimator works out how much it will cost to build your project life-size and how much of each type of material you need. --sandra vogel,punch! software,89.99
b000qd9f5w,sims 2 glamour life stuff pack,in the sims 2: glamour life you'll give your sims a life of glamour and luxury. live the high life with 60 new items including pop-art paintings sectional sofas a high-end stereo fur coats and more. your sims work hard so reward them with luxurious furniture fashionable clothing and extravagant décor items. create lavish homes furnished with the finest modern bedroom living room and dining room sets. turn heads in the neighborhood as your sims show off elegant gowns red carpet formalwear and cool casual styles at their next big soirée.,aspyr media,24.99
b000lp6jky,roxio toast 8 titanium,roxio toast 8 sets the standard for burning cds dvds and now blu-ray discs on the mac. create superior sounding audio cds with crossfades. enjoy your tv shows anywhere with exclusive eyetv burning and tivotogo transfers to dvd or ipod. copy your audio cds movies and dvds. it's your digital life toast it! tv shows anywhere you want themenjoy your favorite tv shows on dvd or on-the-go with toast's exclusive support for tivo and eyetv digital video recorders. watch your tivo recorded shows on your mac burn your shows to dvd or divx disc or convert for your ipod psp or other portable player. fred & barney. gilligan & the skipper. ernie & bert and now... tv & toast - another perfect tv pair disc catalog. what's on that disc?ever wonder what's on that disc you burned 2 years ago? now you can automatically catalog and browse the contents of your discs - even when the discs are no longer in the mac. works great on discs burned with toast and other discs such as your audio cds. toast is the easiest way to burn and the toast disc catalog is the easiest way to find what you've burned. mac & pc data spanningburn files and folders of any size across multiple discs. now you can safely backup massive video files or your itunes library and easily access on any mac or windows pc. only toast breaks through the size limitations that the mac os and all other burning software have. superior quality audio cds and dvds.create great sounding audio cd mixes with features from roxio's jam software - smooth dj-style crossfades sound enhancing audio unit filters and automatic level adjustment. now anyone can sound like a pro even if they aren't with toast's audio cds and dvds. mac & pc photo discs.easily share your photos with friends and family with the new toast photo disc. store thousands of pictures at full resolution on a standard format disc for any mac pc or photo finishing kiosk. each disc displays a high quality slideshow so you can enjoy the photos right away. copy & convert dvds. pass the popcorn.backup an entire 9 gb dvd to a standard 4.7 gb dvd disc. fit-to-dvd compression uses all available disc space to maximize video quality. toast features director's cut custom compilations so you can select specific video audio and languages for your dvd or convert dvds and video files for your ipod psp divx or other portable video player. audio conversion assistantgo back to the future and bring your classic lps and tapes into the digital age. the cd spin doctor assistant guides you step-by-step through everything from setting up the equipment to recording to splitting the audio into tracks and adding song information. burn to disc or enjoy on your ipod. only toast helps you rediscover your music on cd and dvd. blu-ray disc burning.store up to 12 500 music tracks 50 000 photos or 4 hours of hd video on a single 50 gb blu-ray disc. toast dynamic writing lets you use your blu-ray disc recorder like a giant hard disk drive - drag and drop directly onto the disc icon to add or remove files. blu-ray burning is here today and only toast makes it possible on the mac. features photo & video new! tivotogo transfers to dvd ipod or psp new! custom dvd menu backgrounds improved! eyetv burning to dvd divx or blu-ray disc improved! import and burn shows from set-top dvd recorders new! full quality photo archive disc with slideshows improved! video copy to ipod psp mobile phone and more music new! roxio jam pro-quality audio mastering tools new! dynamic dj-style crossfades and transitions new! audio processing volume normalizing and track trimming improved! 50+ hour music dvds with dolby digital sound improved! vinyl lp and tape conversion to cd dvd or ipod burning & copying improved! one-click copy of audio cds and movie dvds new! file recovery for damaged discs new! director's cut custom copy compilations new! preview movies and extras before copying improved! fit-to-dvd compression of 9 gb onto a 5 gb disc new! mac & pc data spanning new! cataloging and tracking of burned discs contents new! blu-ray disc support for burning up to 50 gb new! blu-ray disc burning directly from the desktop new! integrated file browsing data filters and spotlight search file support audio: aac aiff mp3 wav m4a ogg flac and dolby digital ac-3 video: avi dv mov mpeg-1/2/4 divx xvid vob video_ts folder imovie projects eyetv recordings tivotogo transfers photo: bmp gif pdf psd png tiff images: iso bin/cue img dmg cdr nrg ui enhancements streamlined user interface floating media browser rich informative visual feedback customer-driven refinements,roxio,99.95
b000edjjhs,individual small business advantage deluxe 2006,with small business advantage deluxe 2006 is a complete set of marketing tools for entrepreneurs & small business owners. it's the primary tool for anyone looking to fund or expand a new or existing business opportunity.,individual,49.99
